date,week,month,year,season,is_holiday,promo_event,promo_flag_calendar
2011-06-19,24,6,2011,Summer,0,,0
2011-06-20,25,6,2011,Summer,0,,0
2011-06-21,25,6,2011,Summer,0,,0
2011-06-22,25,6,2011,Summer,0,,0
2011-06-23,25,6,2011,Summer,0,,0
2011-06-24,25,6,2011,Summer,0,,0
2011-06-25,25,6,2011,Summer,0,,0
2011-06-26,25,6,2011,Summer,0,,0
2011-06-27,26,6,2011,Summer,0,,0
2011-06-28,26,6,2011,Summer,0,,0
2011-06-29,26,6,2011,Summer,0,,0
2011-06-30,26,6,2011,Summer,0,,0
2011-07-01,26,7,2011,Summer,0,Summer Sale,1
2011-07-02,26,7,2011,Summer,0,Summer Sale,1
2011-07-03,26,7,2011,Summer,0,Summer Sale,1
2011-07-04,27,7,2011,Summer,0,Summer Sale,1
2011-07-05,27,7,2011,Summer,0,Summer Sale,1
2011-07-06,27,7,2011,Summer,0,Summer Sale,1
2011-07-07,27,7,2011,Summer,0,Summer Sale,1
2011-07-08,27,7,2011,Summer,0,Summer Sale,1
2011-07-09,27,7,2011,Summer,0,Summer Sale,1
2011-07-10,27,7,2011,Summer,0,Summer Sale,1
2011-07-11,28,7,2011,Summer,0,Summer Sale,1
2011-07-12,28,7,2011,Summer,0,Summer Sale,1
2011-07-13,28,7,2011,Summer,0,Summer Sale,1
2011-07-14,28,7,2011,Summer,0,Summer Sale,1
2011-07-15,28,7,2011,Summer,0,Summer Sale,1
2011-07-16,28,7,2011,Summer,0,Summer Sale,1
2011-07-17,28,7,2011,Summer,0,Summer Sale,1
2011-07-18,29,7,2011,Summer,0,Summer Sale,1
2011-07-19,29,7,2011,Summer,0,Summer Sale,1
2011-07-20,29,7,2011,Summer,0,Summer Sale,1
2011-07-21,29,7,2011,Summer,0,Summer Sale,1
2011-07-22,29,7,2011,Summer,0,Summer Sale,1
2011-07-23,29,7,2011,Summer,0,Summer Sale,1
2011-07-24,29,7,2011,Summer,0,Summer Sale,1
2011-07-25,30,7,2011,Summer,0,Summer Sale,1
2011-07-26,30,7,2011,Summer,0,Summer Sale,1
2011-07-27,30,7,2011,Summer,0,Summer Sale,1
2011-07-28,30,7,2011,Summer,0,Summer Sale,1
2011-07-29,30,7,2011,Summer,0,Summer Sale,1
2011-07-30,30,7,2011,Summer,0,Summer Sale,1
2011-07-31,30,7,2011,Summer,0,Summer Sale,1
2011-08-01,31,8,2011,Summer,0,,0
2011-08-02,31,8,2011,Summer,0,,0
2011-08-03,31,8,2011,Summer,0,,0
2011-08-04,31,8,2011,Summer,0,,0
2011-08-05,31,8,2011,Summer,0,,0
2011-08-06,31,8,2011,Summer,0,,0
2011-08-07,31,8,2011,Summer,0,,0
2011-08-08,32,8,2011,Summer,0,,0
2011-08-09,32,8,2011,Summer,0,,0
2011-08-10,32,8,2011,Summer,0,,0
2011-08-11,32,8,2011,Summer,0,,0
2011-08-12,32,8,2011,Summer,0,,0
2011-08-13,32,8,2011,Summer,0,,0
2011-08-14,32,8,2011,Summer,0,,0
2011-08-15,33,8,2011,Summer,0,,0
2011-08-16,33,8,2011,Summer,0,,0
2011-08-17,33,8,2011,Summer,0,,0
2011-08-18,33,8,2011,Summer,0,,0
2011-08-19,33,8,2011,Summer,0,,0
2011-08-20,33,8,2011,Summer,0,,0
2011-08-21,33,8,2011,Summer,0,,0
2011-08-22,34,8,2011,Summer,0,,0
2011-08-23,34,8,2011,Summer,0,,0
2011-08-24,34,8,2011,Summer,0,,0
2011-08-25,34,8,2011,Summer,0,,0
2011-08-26,34,8,2011,Summer,0,,0
2011-08-27,34,8,2011,Summer,0,,0
2011-08-28,34,8,2011,Summer,0,,0
2011-08-29,35,8,2011,Summer,0,,0
2011-08-30,35,8,2011,Summer,0,,0
2011-08-31,35,8,2011,Summer,0,,0
2011-09-01,35,9,2011,Autumn,0,,0
2011-09-02,35,9,2011,Autumn,0,,0
2011-09-03,35,9,2011,Autumn,0,,0
2011-09-04,35,9,2011,Autumn,0,,0
2011-09-05,36,9,2011,Autumn,0,,0
2011-09-06,36,9,2011,Autumn,0,,0
2011-09-07,36,9,2011,Autumn,0,,0
2011-09-08,36,9,2011,Autumn,0,,0
2011-09-09,36,9,2011,Autumn,0,,0
2011-09-10,36,9,2011,Autumn,0,,0
2011-09-11,36,9,2011,Autumn,0,,0
2011-09-12,37,9,2011,Autumn,0,,0
2011-09-13,37,9,2011,Autumn,0,,0
2011-09-14,37,9,2011,Autumn,0,,0
2011-09-15,37,9,2011,Autumn,0,,0
2011-09-16,37,9,2011,Autumn,0,,0
2011-09-17,37,9,2011,Autumn,0,,0
2011-09-18,37,9,2011,Autumn,0,,0
2011-09-19,38,9,2011,Autumn,0,,0
2011-09-20,38,9,2011,Autumn,0,,0
2011-09-21,38,9,2011,Autumn,0,,0
2011-09-22,38,9,2011,Autumn,0,,0
2011-09-23,38,9,2011,Autumn,0,,0
2011-09-24,38,9,2011,Autumn,0,,0
2011-09-25,38,9,2011,Autumn,0,,0
2011-09-26,39,9,2011,Autumn,0,,0
2011-09-27,39,9,2011,Autumn,0,,0
2011-09-28,39,9,2011,Autumn,0,,0
2011-09-29,39,9,2011,Autumn,0,,0
2011-09-30,39,9,2011,Autumn,0,,0
2011-10-01,39,10,2011,Autumn,0,,0
2011-10-02,39,10,2011,Autumn,0,,0
2011-10-03,40,10,2011,Autumn,0,,0
2011-10-04,40,10,2011,Autumn,0,,0
2011-10-05,40,10,2011,Autumn,0,,0
2011-10-06,40,10,2011,Autumn,0,,0
2011-10-07,40,10,2011,Autumn,0,,0
2011-10-08,40,10,2011,Autumn,0,,0
2011-10-09,40,10,2011,Autumn,0,,0
2011-10-10,41,10,2011,Autumn,0,,0
2011-10-11,41,10,2011,Autumn,0,,0
2011-10-12,41,10,2011,Autumn,0,,0
2011-10-13,41,10,2011,Autumn,0,,0
2011-10-14,41,10,2011,Autumn,0,,0
2011-10-15,41,10,2011,Autumn,0,,0
2011-10-16,41,10,2011,Autumn,0,,0
2011-10-17,42,10,2011,Autumn,0,,0
2011-10-18,42,10,2011,Autumn,0,,0
2011-10-19,42,10,2011,Autumn,0,,0
2011-10-20,42,10,2011,Autumn,0,,0
2011-10-21,42,10,2011,Autumn,0,,0
2011-10-22,42,10,2011,Autumn,0,,0
2011-10-23,42,10,2011,Autumn,0,,0
2011-10-24,43,10,2011,Autumn,0,,0
2011-10-25,43,10,2011,Autumn,0,,0
2011-10-26,43,10,2011,Autumn,0,,0
2011-10-27,43,10,2011,Autumn,0,,0
2011-10-28,43,10,2011,Autumn,0,,0
2011-10-29,43,10,2011,Autumn,0,,0
2011-10-30,43,10,2011,Autumn,0,,0
2011-10-31,44,10,2011,Autumn,0,,0
2011-11-01,44,11,2011,Autumn,0,,0
2011-11-02,44,11,2011,Autumn,0,,0
2011-11-03,44,11,2011,Autumn,0,,0
2011-11-04,44,11,2011,Autumn,0,,0
2011-11-05,44,11,2011,Autumn,0,,0
2011-11-06,44,11,2011,Autumn,0,,0
2011-11-07,45,11,2011,Autumn,0,,0
2011-11-08,45,11,2011,Autumn,0,,0
2011-11-09,45,11,2011,Autumn,0,,0
2011-11-10,45,11,2011,Autumn,0,,0
2011-11-11,45,11,2011,Autumn,0,,0
2011-11-12,45,11,2011,Autumn,0,,0
2011-11-13,45,11,2011,Autumn,0,,0
2011-11-14,46,11,2011,Autumn,0,,0
2011-11-15,46,11,2011,Autumn,0,,0
2011-11-16,46,11,2011,Autumn,0,,0
2011-11-17,46,11,2011,Autumn,0,,0
2011-11-18,46,11,2011,Autumn,0,,0
2011-11-19,46,11,2011,Autumn,0,,0
2011-11-20,46,11,2011,Autumn,0,Black Friday / Cyber Monday,1
2011-11-21,47,11,2011,Autumn,0,Black Friday / Cyber Monday,1
2011-11-22,47,11,2011,Autumn,0,Black Friday / Cyber Monday,1
2011-11-23,47,11,2011,Autumn,0,Black Friday / Cyber Monday,1
2011-11-24,47,11,2011,Autumn,0,Black Friday / Cyber Monday,1
2011-11-25,47,11,2011,Autumn,0,Black Friday / Cyber Monday,1
2011-11-26,47,11,2011,Autumn,0,Black Friday / Cyber Monday,1
2011-11-27,47,11,2011,Autumn,0,Black Friday / Cyber Monday,1
2011-11-28,48,11,2011,Autumn,0,Black Friday / Cyber Monday,1
2011-11-29,48,11,2011,Autumn,0,Black Friday / Cyber Monday,1
2011-11-30,48,11,2011,Autumn,0,Black Friday / Cyber Monday,1
2011-12-01,48,12,2011,Winter,0,Christmas Run-up,1
2011-12-02,48,12,2011,Winter,0,Christmas Run-up,1
2011-12-03,48,12,2011,Winter,0,Christmas Run-up,1
2011-12-04,48,12,2011,Winter,0,Christmas Run-up,1
2011-12-05,49,12,2011,Winter,0,Christmas Run-up,1
2011-12-06,49,12,2011,Winter,0,Christmas Run-up,1
2011-12-07,49,12,2011,Winter,0,Christmas Run-up,1
2011-12-08,49,12,2011,Winter,0,Christmas Run-up,1
2011-12-09,49,12,2011,Winter,0,Christmas Run-up,1
